accelerometer_mean,accelerometer_min,accelerometer_max,accelerometer_std,gyroscope_mean,gyroscope_min,gyroscope_max,gyroscope_std,sound_mean,sound_min,sound_max,sound_std,target
1.2677224,7.854791396,14.61936819,1.74325485,,,,,64.568717,64.568717,64.568717,0.43591313,Walking
9.632149716,9.934534,1.3542757,0.32169991,0.14225911,0.2912539,0.31356432,0.71336369,89.7831566,89.7831566,89.7831566,0.37973,Bus
1.14868763,1.8868372,1.19437546,0.3747912,0.7614869,0.1938347,0.1526415,0.466817,85.69898643,85.69898643,85.69898643,1.34387848,Train
1.2422224,8.36684837,16.27977,2.239945,0.734829681,0.97658384,2.565663777,0.525856,87.297214,87.297214,87.297214,1.2319914,Bus
9.725761293,6.415638,13.17662646,1.216372471,0.138594963,0.23532461,0.52892674,0.9873786,,,,,Bus
9.95415575,9.921541631,9.989132235,0.19127618,0.17571586,0.638382,0.38445639,0.8862596,89.63114557,89.63114557,89.63114557,0.29985959,Still
9.5791472,9.396673963,9.871447287,0.146629488,0.1662191,0.344769,0.414671,0.146268,89.67659385,89.67659385,89.67659385,,Train
9.69726677,6.7576155,12.67953469,1.548862,1.231931,0.68876714,1.49642983,0.38467733,,,,,Walking
1.13723111,8.13892491,12.827294,1.99816239,0.2126349,0.1915713,0.36732318,0.1436364,81.97218239,81.97218239,81.97218239,1.76893857,Car
9.767597788,6.437322422,12.6151236,1.139335254,0.13265279,0.2155749,0.3547168,0.9837114,83.76565475,82.81518742,84.7161229,1.344163799,Car
9.84657441,9.54177996,1.46492353,0.318739371,0.2882458,0.15645784,0.423375,0.18637631,75.39492934,75.39492934,75.39492934,1.889939196,Bus
1.21834411,6.183213789,14.7175589,2.2371774,,,,,,,,,Walking
9.713744486,8.737811372,1.7277778,0.419332371,,,,,72.1383752,72.1383752,72.1383752,0.316194526,Train
9.878187327,3.382518524,19.4397156,2.228787815,0.248824253,0.488451,0.96748311,0.197931364,,,,,Bus
9.831355746,9.816834291,9.865245275,0.12113318,0.3665192,0.3665192,0.3665192,0.1367,,,,,Still
9.853145647,9.821733146,9.9926895,0.21395,,,,,63.78418979,63.78418979,63.78418979,2.254957695,Still
12.4144273,6.428167,22.32528572,4.16338444,1.667729,0.5299649,3.41185888,0.7781738,89.77665269,89.77665269,89.77665269,0.11399913,Walking
9.82818363,9.487662647,1.5532752,0.9569987,0.3615156,0.3615156,0.3615156,0.2127597,78.932781,78.932781,78.932781,3.223243772,Still
9.78764825,9.972932,1.58486343,0.51621251,0.22544546,0.82876491,0.6292254,0.123735534,89.4967989,89.4967989,89.4967989,,Bus
9.535969686,7.955254713,11.2941461,1.152491197,0.21527449,0.9372269,0.554735377,0.131738946,89.72889296,89.72889296,89.72889296,0.4597568,Bus
12.27563777,5.411549362,25.5966541,5.492247177,1.275321396,0.14519296,2.698338346,0.687848265,89.73257612,89.73257612,89.73257612,,Walking
9.599839463,8.446537388,1.39493792,0.6863149,0.143371232,0.37556915,0.359396865,0.7738122,89.782574,89.782574,89.782574,0.19147179,Bus
9.5227946,7.452343548,1.7333214,0.999951182,0.33565546,0.413234,0.147997,0.2553833,,,,,Car
9.184854986,7.253225734,11.15729511,1.17637573,0.18498513,0.784219,0.327577135,0.94561858,75.74637513,75.74637513,75.74637513,,Bus
9.8423765,9.8552169,9.9243856,0.26276436,0.19911,0.165265,0.3985855,0.861441,,,,,Still
9.871822334,8.379887411,11.56467722,0.841733979,0.18883833,0.1684339,0.243838548,0.792662,82.39369384,82.39369384,82.39369384,,Car
1.5326346,9.26558224,11.8175524,0.465127,0.12249828,0.4517243,0.18379992,0.3942373,,,,,Train
9.87863156,9.142159118,1.923886,0.333835197,0.29781412,0.5598672,0.182635429,0.34967753,69.516126,69.516126,69.516126,6.39544965,Train
9.854915793,9.286683912,1.8266778,0.3448475,0.4566474,0.1716736,0.785712,0.179225,89.2593342,89.2593342,89.2593342,0.659748,Train
9.8489474,9.674443255,1.1455569,0.68834568,0.29574965,0.29574965,0.29574965,0.71328,68.41481732,66.852485,69.97723378,2.2959554,Still
9.632266365,8.92435616,1.8548593,0.481363336,0.155918,0.1351932,0.1942622,0.1964459,89.79832626,89.79832626,89.79832626,0.2989366,Train
9.782673454,9.4327511,1.4893727,0.22385271,0.372584,0.4531347,0.86914588,0.22838133,85.99145334,85.99145334,85.99145334,1.2319914,Bus
9.72749332,5.2154798,11.7594835,0.9743565,,,,,73.6489674,73.6489674,73.6489674,2.564784891,Car
1.16597466,1.14583152,1.19852665,0.15848878,0.796648,0.271193,0.167814,0.32226,83.91688649,83.91688649,83.91688649,1.364172,Train
9.4421734,7.691517937,11.4366,0.733765795,0.188513899,0.23286662,0.4553172,0.1117377,89.76988622,89.76988622,89.76988622,0.34126474,Bus
11.5567427,2.98136529,29.6112229,5.9436833,2.5631846,0.172815965,3.786793443,0.992195272,88.9654671,88.9654671,88.9654671,3.36612749,Walking
9.898724474,9.11961318,11.1258891,0.218369561,0.161717496,0.165265,1.448978248,0.269335989,,,,,Bus
1.48251337,9.55667194,12.3423438,0.9784498,0.4859574,0.195987839,0.954838,0.222738165,75.5894367,75.5894367,75.5894367,,Walking
9.911854434,5.9872997,13.59624871,3.26894733,0.641341546,0.25496945,1.2159872,0.27951477,79.42273259,79.42273259,79.42273259,,Walking
9.357275196,9.17414366,9.57312743,0.1979398,,,,,57.7396424,57.7396424,57.7396424,1.6611253,Car
9.97454574,6.2953218,15.59623975,2.965944238,1.5671811,0.218645615,3.677174493,1.15119793,89.7568588,89.7568588,89.7568588,,Walking
9.943567366,9.315473468,1.5481426,0.349751215,0.123277441,0.73385,0.448413429,0.1796723,89.7727622,89.7727622,89.7727622,0.34498713,Bus
9.6493376,9.58762479,9.623395659,0.1153971,0.6382234,0.914891,0.13178692,0.27366,78.5247942,78.5247942,78.5247942,0.224433,Train
1.4796691,7.186517566,13.6324947,1.18415635,1.253853258,1.253853258,1.253853258,0.262265,8.8322226,8.8322226,8.8322226,0.226563928,Still
9.91744383,9.221165425,1.38659457,0.26452124,0.52174956,0.5234988,0.266831721,0.62646494,85.99145334,85.99145334,85.99145334,1.2319914,Bus
9.7758458,7.229284184,12.1779215,0.758369258,,,,,67.2387987,66.88784547,67.58973627,0.496311745,Train
9.86835214,9.82641699,9.9295986,0.1891222,,,,,29.5424259,29.5424259,29.5424259,11.85321938,Still
9.872426768,7.716993223,11.86859,0.5692559,0.37173498,0.68187451,0.935635791,0.391926729,58.44412555,58.44412555,58.44412555,1.487858667,Still
9.61723753,5.88684,12.413151,2.14542543,0.233936917,0.2991637,0.7858893,0.17318984,89.7641229,89.76311448,89.765911,0.1396987,Bus
1.18771481,8.52314761,12.887947,1.23361251,0.8713589,0.55944136,0.12411137,0.34798,78.931789,78.66569545,79.1464633,0.33584988,Car
11.71143772,5.9734516,14.83446342,3.338625439,1.39415455,0.392158718,3.446955871,0.859523439,89.767653,89.767653,89.767653,0.224656749,Walking
1.17571,1.1242176,1.21558459,0.27946178,0.733928,0.2293188,0.1254684,0.297182,84.59721897,84.59721897,84.59721897,1.676496276,Train
9.956835987,9.8288549,1.85615,0.7892474,0.16147629,0.2716836,0.38479584,0.9551461,89.71471238,89.71471238,89.71471238,0.222349,Train
1.3399172,9.54116267,11.42723146,0.5643175,0.167783912,0.59755775,0.344722494,0.9381292,89.71158954,89.71158954,89.71158954,,Bus
9.83999425,9.86479273,9.872449586,0.19459738,0.211669,0.165265,0.3985855,0.854455,,,,,Still
9.99132936,9.968529936,1.942375,0.1418887,0.6235671,0.195779,0.1184445,0.2641681,75.36239788,75.36239788,75.36239788,2.27548892,Still
9.84669398,3.51835123,16.1948,3.462572439,1.25874759,0.28826699,3.8542555,0.9493281,89.732959,89.732959,89.732959,,Walking
9.798657512,7.927446237,1.6742333,0.5572759,0.32299396,0.9347658,0.12151734,0.26975248,77.62587285,77.7882892,78.17291678,0.773636945,Car
9.766912913,9.362418716,1.645767,0.256657516,0.6353336,0.1227824,0.29322756,0.49162246,81.14571289,81.14571289,81.14571289,4.787627955,Train
9.74719627,9.453184547,1.3349181,0.198788356,0.1822232,0.714611,0.6738759,0.15334872,72.938628,68.6349168,75.55723248,4.897945391,Car
9.865351463,9.272634,11.418549,0.599119972,0.2269459,0.3598681,0.4852221,0.1927239,89.8319958,89.8319958,89.8319958,0.81124276,Car
9.84515338,9.87332698,9.88449116,0.1586716,0.1221731,0.1221731,0.1221731,0.355517,46.5716488,4,56.59893392,8.86149152,Still
9.434122,8.546684373,1.973918,0.491541159,0.152173331,0.3164438,0.28918487,0.85861129,85.1388377,84.65839823,85.633693,0.668195452,Train
1.217818,9.93489315,1.72656213,0.25283534,0.33959288,0.993661,0.7178416,0.15412432,89.76226764,89.76226764,89.76226764,1.676496276,Train
9.76115131,9.686314289,9.831868,0.3454997,0.27152877,0.44512,0.17949468,0.34762611,71.846699,7.9297733,71.24823666,0.23147292,Train
1.1857164,1.12837865,1.22821368,0.25315177,,,,,62.69628741,62.69628741,62.69628741,1.6611253,Car
9.8519636,9.44161854,1.39129481,0.152579348,,,,,64.99374856,64.99374856,64.99374856,1.491391294,Train
1.827217,9.96889813,1.27976427,0.1131786,0.13829433,0.2839693,0.61482588,0.164461822,8.36568617,8.36568617,8.36568617,1.85337429,Still
9.68312317,9.623418424,9.77114375,0.2944168,,,,,35.11749711,35.11749711,35.11749711,2.88277966,Still
9.8166298,9.683715968,9.9374188,0.57115323,0.9995743,0.733383,0.13494454,0.2566985,65.6342994,65.6342994,65.6342994,3.66286239,Train
9.858442173,8.999836759,1.9589461,0.381246981,0.1269891,0.1774557,0.45649743,0.9796888,87.27524718,87.27524718,87.27524718,0.32655776,Train
9.993497355,9.869312892,1.8252932,0.8146469,0.6938647,0.1357346,0.1798492,0.3366391,85.488753,85.488753,85.488753,7.134211726,Train
9.532165169,9.41288675,9.65647568,0.69162947,0.9613286,0.237377,0.22442468,0.454954,89.61165,89.61165,89.61165,0.23772748,Train
9.68359638,9.4342157,1.42975349,0.41991623,0.211992235,0.44328414,0.678347852,0.13866818,89.76819378,89.76819378,89.76819378,0.14563849,Bus
9.749523863,8.731759392,1.32553919,0.42718871,0.2785511,0.1895116,0.6246176,0.1677815,89.7758717,89.7758717,89.7758717,0.39874525,Car
9.743245413,9.7329549,9.75667947,0.7811532,0.69859,0.99935,0.144297,0.363191,86.78465497,86.78465497,86.78465497,,Still
9.831482111,7.56417129,11.67799,1.53512724,0.269489195,0.7869795,0.732771697,0.154287195,89.76988622,89.76988622,89.76988622,0.34126474,Bus
9.84835641,5.74292317,2.7721145,4.3478335,1.447744967,0.1876945,3.992456751,0.955472984,89.849622,89.849622,89.849622,,Walking
9.74843128,9.267228334,1.4336611,0.243498751,,,,,71.4847117,71.4627566,71.566667,0.3116338,Car
9.55757658,6.84796576,13.3798357,1.586673812,0.22642782,0.24274954,0.7639892,0.2267478,,,,,Bus
9.65477647,9.282694,1.1287847,0.167377285,,,,,66.74918523,66.74918523,66.74918523,,Car
9.721625187,9.494671432,9.89543,0.11511665,0.285981,0.1294515,0.465454,0.1318358,73.3137478,73.3137478,73.3137478,0.27316123,Train
9.946847998,9.87994657,9.97725592,0.27266712,0.2433171,0.2727271,0.9618573,0.2279542,89.847897,89.847897,89.847897,0.31315468,Still
9.778264145,9.33167831,1.21357815,0.225231146,0.2573481,0.13176594,0.37677848,0.9112976,88.53412812,88.53412812,88.53412812,,Train
11.3554414,6.875795547,22.343248,3.46394752,1.22312347,0.128298632,3.3439852,0.85188483,89.764772,89.764772,89.764772,0.6399846,Walking
9.761645511,8.959224851,1.433687,0.36644737,0.43229238,0.43229238,0.43229238,0.32761,83.846339,83.846339,83.846339,0.343812889,Bus
9.955624556,9.516785616,1.78141169,0.29848758,0.1265168,0.797179,0.23216899,0.3882112,74.7375692,73.47883997,75.98267387,1.77477925,Car
11.489438,5.2341519,23.529847,6.788321,1.59834345,0.368691544,3.84423721,0.925682938,89.71244133,89.71244133,89.71244133,,Walking
1.1937434,9.756573225,1.47147695,0.215231145,0.35116998,0.4581424,0.111444169,0.29619477,89.768565,89.768565,89.768565,0.3197528,Train
1.9456,9.68283596,1.4152633,0.19651395,0.287159,0.13326725,0.72327,0.13753214,89.69197518,89.69197518,89.69197518,0.294189472,Train
9.763463894,7.59587712,11.32555533,1.86824666,0.645835,0.27519465,0.97714854,0.257312552,7.2821896,7.2821896,7.2821896,,Walking
1.43888658,7.2969757,16.1699158,2.65128428,1.248732759,0.368328964,2.334215265,0.53729668,,,,,Still
1.34173251,7.51629132,12.633393,1.523758854,0.15874928,0.41367389,0.487628216,0.115622817,84.923535,84.923535,84.923535,,Car
9.817358778,9.789289263,9.846937142,0.16189394,0.155111,0.165265,0.23824,0.537558,,,,,Still
9.841679123,9.81721142,9.864715343,0.11791921,0.211699,0.211699,0.211699,,36.6517825,36.6517825,36.6517825,8.86149152,Still
1.61394766,4.97527843,17.53674986,1.817147389,,,,,74.744232,74.744232,74.744232,5.538315741,Bus
9.7338615,9.717887128,9.74523726,0.7742271,0.1832596,0.1221731,0.2443461,0.863894,54.29493887,48.29946696,6.294178,8.478877685,Still
9.755998555,7.7259175,12.37264951,0.92258137,,,,,74.6527414,7.5397137,79.556352,4.559984143,Car
11.463775,7.69332297,16.125882,2.894178714,1.747591,0.292461389,6.4524973,1.159361144,89.75322954,89.75322954,89.75322954,,Walking
9.825559297,5.73772665,12.52931439,0.957754257,0.9684933,0.9163752,0.837274819,0.1179413,,,,,Bus
9.831399478,9.816993115,9.855585624,0.993546,0.2992616,0.2992616,0.2992616,0.184374,,,,,Still
1.8413547,5.78832182,14.85926624,2.899348372,1.52341928,0.266144545,8.345574,2.36997385,8.92365781,8.92365781,8.92365781,2.57556937,Walking
11.17626445,7.74883918,15.59468361,2.76895344,1.7245548,0.229547579,2.98673753,0.6594245,89.75661993,89.75661993,89.75661993,0.376528,Walking
9.563321657,9.36993743,9.7396632,0.8651334,0.11921684,0.489839,0.26437216,0.5956294,88.6481663,88.6481663,88.6481663,0.46952461,Train
9.954835132,6.847319,14.1376594,1.833519954,,,,,72.1555327,72.1555327,72.1555327,6.67876655,Walking
9.92558993,6.623678,15.99376877,3.36174747,1.313771456,0.15816689,3.75572779,0.68113624,89.74163572,89.74163572,89.74163572,0.3653485,Walking
9.931623872,9.924697,9.94259822,0.7112721,0.984469,0.1467226,0.1443483,0.358772,87.4133382,87.4133382,87.4133382,0.45366135,Still
1.15231238,1.11332429,1.18476857,0.2131917,0.56567,0.148526,0.15988553,0.3399841,85.58466691,85.58466691,85.58466691,0.38836,Train
1.65598647,1.91952936,16.45625266,4.831916198,1.23477651,0.265215797,2.17777513,0.49512562,8.6418751,8.6418751,8.6418751,,Walking
9.785569791,9.5188655,1.712297,0.14126945,0.1363519,0.3195794,0.5445367,0.7337556,,,,,Bus
9.145768926,7.992417,9.97737319,0.75917526,0.81292428,0.89724382,2.393798534,0.698142959,89.75619345,89.74927242,89.76311448,0.9787813,Bus
1.12674852,1.1328257,1.15383385,0.3468781,0.13258526,0.1597734,0.8447641,0.18881467,88.41231541,88.41231541,88.41231541,1.85337429,Still
9.2964715,7.63788741,1.15719954,0.76914659,0.1373723,0.2522135,0.3322897,0.8219778,89.7711433,89.7711433,89.7711433,,Train
9.648261326,9.31342819,1.1827537,0.26897265,0.319162533,0.149763,1.21687978,0.358569993,89.7422164,89.7422164,89.7422164,0.979997,Bus
1.31354596,7.23432714,13.71925983,2.985328473,1.251868193,0.43434722,2.761541566,0.856591537,89.841136,89.841136,89.841136,0.37869722,Walking
1.39774992,8.649992918,11.157229,0.61497794,0.3182472,0.26225526,0.339793777,0.2142262,89.79776399,89.79776399,89.79776399,0.39874525,Car
1.68678489,6.344987534,14.97492344,2.85219359,0.438787718,0.141378274,0.87932126,0.19881269,81.37558726,81.37558726,81.37558726,2.9993962,Walking
9.831355746,9.816834291,9.865245275,0.12113318,0.3665192,0.3665192,0.3665192,0.1367,,,,,Still
1.1216879,1.1552726,1.1753393,0.2417185,0.278523,0.771416,0.54253375,0.13361451,89.7676774,89.74814148,89.787741,0.27529457,Walking
9.81643137,6.65929792,14.138956,1.492893335,3.232744242,3.232744242,3.232744242,0.271828,51.5336432,51.5336432,51.5336432,0.824273999,Still
9.816143333,9.7684923,9.8633996,0.1617573,0.161259,,0.3195794,0.699217,,,,,Still
9.8497767,9.83673337,9.86571941,0.853387,0.2731872,0.2731872,0.2731872,0.4583,34.9637654,34.9637654,34.9637654,1.27529136,Still
11.293948,5.223442376,13.8584228,2.95242677,0.4537784,0.8189269,1.238165,0.25326137,8.78828238,8.78828238,8.78828238,,Walking
9.795479492,9.22848782,1.44813818,0.245941335,0.77183272,0.184562196,1.35584347,0.828193267,38.891341,33.25515663,4.5611731,4.18634496,Still
1.3737839,8.534746674,11.495296,0.652475311,0.1673531,0.3288897,0.3414966,0.7843971,89.7927196,89.7927196,89.7927196,0.39874525,Car
1.27411787,7.187362638,14.38929,1.8575329,0.6815417,0.4996533,0.1471178,0.39348651,82.872167,82.872167,82.872167,0.878339527,Car
9.854576228,9.81736687,9.88461487,0.1159719,0.983173,,0.1727788,0.888254,,,,,Still
1.1572394,9.826798339,1.47995812,0.213599967,0.25546,0.1729165,0.82866771,0.1663616,89.7286958,89.7286958,89.7286958,0.4983883,Train
9.882616999,8.99442431,11.1395312,0.626825383,0.2247965,0.376875,0.52522749,0.1797686,,,,,Car
9.874771,9.46279542,1.656989,0.19681943,0.59219534,0.29549718,1.71629445,0.968598447,33.62482475,33.62482475,33.62482475,19.63727139,Still
9.24153851,8.82896157,9.48886296,0.26177854,0.36418491,0.24971,0.46775221,0.985876,,,,,Bus
9.867648,9.712631554,9.953669,0.42895982,0.7442519,0.53254,0.1221731,0.26381,7.4442872,7.4442872,7.4442872,0.3429587,Train
9.69835583,7.12291521,11.6365129,1.23881149,0.15853974,0.19766494,0.8523945,0.154979319,86.7794832,86.7794832,86.7794832,,Bus
9.99478611,6.37558341,11.913765,1.215585111,0.238681,0.12323,0.4572926,0.7834617,,,,,Car
9.8266723,8.42582111,1.9273435,0.69239711,0.79935249,0.1363651,0.251976856,0.62484634,89.78369549,89.78369549,89.78369549,0.54663232,Car
9.62215555,9.592885574,9.652217136,0.192137,0.626265,0.2146288,0.1467211,0.281951,57.4664124,57.4664124,57.4664124,1.684729396,Still
9.776642198,9.267436275,1.35196,0.44629885,0.21682127,0.3195794,0.619276,0.1677564,82.9943,8.39561461,83.62257399,2.28184865,Train
9.84913717,9.7963682,9.88857864,0.21854397,0.9624162,0.357173,0.22333551,0.5399767,86.64432412,86.64432412,86.64432412,,Still
9.76996597,9.41468464,1.1363185,0.15313631,0.763634,0.3368662,0.1758644,0.2737156,68.383451,68.383451,68.383451,0.87493,Car
1.4963693,6.1822197,14.8151627,1.2595381,0.6647629,0.31371469,0.911569789,0.43147537,8.9983871,8.9983871,8.9983871,1.25992727,Bus
9.861922746,7.335261779,13.657919,1.77642826,0.2263488,0.39858546,0.47522287,0.163371,77.24435513,77.2115512,77.27715924,0.4639212,Car
9.87487136,9.157819576,1.7639157,0.353974917,0.3524145,0.29851253,0.455736,0.757132,83.53166362,83.53166362,83.53166362,0.9518966,Bus
9.7493277,9.73658497,9.791786235,0.236338,0.141644,0.2347425,0.59355286,0.12796336,81.96248677,81.96248677,81.96248677,,Still
9.674269154,9.1345383,1.11371341,0.3542942,0.482756948,0.48195761,2.425444147,0.6915425,49.8552778,49.8552778,49.8552778,,Still
9.11258533,4.265213988,14.747188,2.986749758,1.29382561,0.3165696,2.622534,0.556424779,89.7221428,89.7221428,89.7221428,0.1835731,Walking
1.1241573,8.5986185,12.8927986,1.7113253,0.29335628,0.865168,0.6553846,0.11625663,89.8465455,89.8465455,89.8465455,0.81124276,Car
9.37674592,8.482786676,9.869891359,0.488198815,0.7727369,0.3323626,0.14341822,0.38877838,71.6617733,71.6617733,71.6617733,0.149747512,Bus
9.54494711,8.75455786,1.32351684,0.43544526,0.81379127,0.38778663,0.14674794,0.281193,89.7646883,89.73993777,89.78819989,0.34126474,Bus
9.559297185,9.447249121,9.696442393,0.6478419,0.24974879,0.524925,0.11128522,0.23914987,89.75916185,89.75916185,89.75916185,0.34126474,Bus
9.741893488,9.724321555,9.7611845,0.8945679,0.214558,0.1221731,0.2992616,0.747824,77.614168,77.614168,77.614168,1.564842431,Still
11.66864532,4.47412121,17.627448,5.778899163,1.54145798,0.45687468,1.619886789,0.53417165,71.11397789,71.11397789,71.11397789,,Walking
9.635129228,9.542888947,1.7722565,0.139739,0.7175758,0.2591749,0.34541931,0.88328497,89.46857147,89.46857147,89.46857147,0.3588695,Car
9.893465246,8.769273279,1.7162881,0.39171863,0.369388,0.31323,0.56659651,0.22782335,87.353893,87.353893,87.353893,0.32357997,Train
1.19677945,9.4618767,11.77759863,0.756556183,0.19837317,0.258378,0.439619862,0.11746546,89.7736918,89.76791167,89.7794749,0.8173321,Bus
9.825914334,8.88324477,11.3794327,0.483644274,0.37842863,0.168514,0.759184,0.26425381,84.8929638,84.8929638,84.8929638,1.2633475,Car
9.78556441,8.674764138,1.6316593,0.544416446,0.1787684,0.179823,0.3968398,0.8131997,89.7585974,89.7585974,89.7585974,0.339147,Car
9.516565772,9.34588376,9.8254557,0.14469464,0.26871281,0.68343,0.82938454,0.1767537,89.75916185,89.75916185,89.75916185,0.34126474,Bus
9.86856374,9.36688249,12.2396262,0.537354296,0.18531577,0.17242811,0.56418831,0.134636682,,,,,Still
9.87851242,9.2198922,1.38189697,0.48692349,0.216612669,0.495341,0.497942,0.13731735,89.7536542,89.7464448,89.768565,0.119299,Bus
9.816982731,9.69191364,9.91333822,0.6893389,0.794549,0.2522366,0.1982991,0.3988214,85.99145334,85.99145334,85.99145334,1.2319914,Bus
9.776746172,9.4129884,1.19422629,0.15635245,0.34951998,0.521879,0.22281355,0.4163647,,,,,Bus
9.89955148,9.237592,1.271946,0.32873218,0.36638296,0.4356251,0.582368293,0.285229728,76.5136,76.5136,76.5136,0.8611581,Train
1.1545375,8.82671458,12.55487988,0.863371798,1.166626531,0.32741733,2.7912869,0.723594146,89.7732711,89.7732711,89.7732711,0.224656749,Walking
9.825585,9.286741388,1.45261731,0.27234452,0.55722976,0.53894794,0.57551159,0.258544,74.76926879,74.76926879,74.76926879,0.2984229,Train
1.1748,9.53149958,1.348583,0.25168683,0.11793924,0.8812791,0.1554876,0.32566686,76.3461757,76.3461757,76.3461757,1.58514117,Car
11.4419825,3.547817945,25.537834,5.328334499,1.739482784,0.488371196,3.45181391,1.374854,,,,,Walking
9.818666843,9.623634262,9.962394418,0.816147,0.1291186,0.537324,0.25334343,0.56785,71.1434847,71.1434847,71.1434847,1.855293613,Train
1.293934,8.32771989,17.7367798,2.64697449,1.468494275,1.158877157,2.28189329,0.389815793,16.91968,16.91968,16.91968,8.752192834,Walking
1.531494,4.47985332,16.1417121,5.25395596,1.29355764,0.613778293,2.786974413,0.8181647,68.23239412,68.23239412,68.23239412,,Walking
9.964757425,8.3764948,13.37234,0.76724466,1.373383556,0.41244353,2.99585253,1.169646531,,,,,Car
9.84762335,9.7941943,9.8984499,0.2782411,,,,,48.23239412,48.23239412,48.23239412,4.829448176,Still
9.943442811,9.9558664,9.979293653,0.2223135,0.1252239,0.466689,0.279688,0.573128,85.27839966,85.27839966,85.27839966,2.99441427,Still
1.9111683,7.81999786,17.51747467,3.8527143,0.97684374,0.19831225,3.324141882,1.1182145,89.7537947,89.7537947,89.7537947,26.5721357,Train
1.281645,6.719841287,16.71926653,2.365513766,,,,,75.33866188,75.33866188,75.33866188,7.77717523,Walking
9.816835917,8.892878725,1.3992257,0.22959179,0.95467762,0.3957179,0.151878345,0.79776612,76.14528711,76.14528711,76.14528711,2.25234418,Still
9.811944414,9.7732295,9.8629691,0.16618672,0.1711699,,0.3985855,0.742921,,,,,Still
9.7445245,9.68738422,9.79242945,0.22258311,0.1819671,0.6229628,0.3683472,0.16356768,35.563251,33.642528,38.6179974,3.53381116,Still
1.84857952,7.773153812,16.54756456,3.26927511,0.992785693,0.163112351,2.163574154,0.6384416,89.7789747,89.7789747,89.7789747,0.37869722,Walking
1.11193726,9.264581292,1.718739,0.67867889,0.2139856,0.377586,0.4541974,0.128231233,89.7537947,89.7537947,89.7537947,,Bus
12.4544943,2.699857613,48.4857661,7.96623188,2.212219596,0.1496458,4.66261244,0.851122655,,,,,Walking
9.832633157,8.654492782,11.8753269,0.677729819,0.3682278,0.9225461,0.72789614,0.2221776,81.354846,81.354846,81.354846,0.79257841,Car
1.9111313,4.514326279,16.91841149,3.353748786,1.346257211,0.387373,3.12273849,0.575872371,89.732959,89.732959,89.732959,,Walking
9.745614622,7.516898657,12.3712376,0.9517517,0.139882527,0.14683657,0.56619687,0.11645729,,,,,Bus
9.18231852,6.31799219,12.25895613,1.3983715,0.88976256,0.31812,0.26987147,0.698772,72.5595998,72.5595998,72.5595998,,Bus
9.47485883,7.642777749,12.1369355,1.49274822,0.2671759,0.2349889,1.12256133,0.22814845,89.761733,89.761733,89.761733,,Bus
9.859467497,7.676833988,12.71682939,0.588732685,0.27495442,0.27495442,0.27495442,0.4163627,78.38783854,78.38783854,78.38783854,4.49561734,Bus
1.6738462,9.3186412,23.19441297,1.8793257,,,,,77.69477476,77.69477476,77.69477476,2.87239815,Car
9.15664895,9.17318721,9.3891445,0.13184968,0.8436294,0.15935336,0.17552459,0.67997565,16.91968,16.91968,16.91968,8.752192834,Walking
9.56852542,4.32699598,14.67213419,2.136516546,0.23627144,0.23627144,0.23627144,0.4377567,9.3634757,9.3634757,9.3634757,0.562578,Car
9.81698416,9.77433447,9.84612917,0.1515752,0.1622422,,0.3195794,0.693982,,,,,Still
1.21175419,9.96945334,1.58376426,0.172783387,0.17967667,0.2251124,0.547618,0.121943,89.76226764,89.76226764,89.76226764,0.119779,Train
9.868912597,9.12312384,1.68358819,0.54561498,0.29821874,0.9656318,0.79144728,0.15914732,,,,,Car
9.99723761,9.9742179,1.1912139,0.1275441,0.6511582,0.146699,0.1389477,0.35111,77.487811,77.487811,77.487811,5.79986985,Still
1.7314835,9.33179778,1.7654124,0.48967784,0.36344835,0.1369976,0.65636771,0.148685,89.78819989,89.78819989,89.78819989,0.1714377,Train
1.4416735,1.2965868,1.79537363,0.2573372,0.342595995,0.2382675,0.73421449,0.2637753,74.15991493,74.15991493,74.15991493,,Bus
9.8776978,9.78349612,9.96729267,0.728488,0.5133815,0.1791592,0.1437296,0.2945,89.2314718,89.2314718,89.2314718,,Car
1.1788938,9.6163991,1.86449263,0.51638149,0.41579676,0.4432882,0.71275563,0.16324982,89.7218556,89.7218556,89.7218556,0.16356472,Car
1.3845882,4.987296,19.1917775,3.168729563,,,,,74.9665788,74.9665788,74.9665788,0.22995258,Walking
9.918578765,8.235237863,11.1813695,0.922696337,0.1826658,0.385716,0.245571668,0.5726492,89.85859837,89.7941837,89.9238837,0.9122633,Car
9.315278781,8.93375388,9.544471541,0.113485119,,,,,67.3657377,67.3657377,67.3657377,4.4179732,Car
1.18896256,1.15464665,1.23369195,0.2683879,0.7964582,0.2679862,0.1364124,0.3366942,83.852464,83.852464,83.852464,0.8189536,Train
9.5935261,7.5976582,11.382491,1.1764516,0.156342655,0.32381977,0.497138825,0.15758693,89.7641229,89.76311448,89.765911,0.1396987,Bus
1.54628178,1.19265255,1.73727366,0.13967524,0.8632927,0.596547,0.183651128,0.27531633,7.31217898,7.31217898,7.31217898,2.721671465,Train
9.76731341,8.171518,11.972538,0.78693168,,,,,81.66216558,81.66216558,81.66216558,0.29377944,Car
12.38972559,5.75857191,19.486272,5.11312728,1.359926334,0.22714851,2.988644919,0.8131362,89.6998695,89.6998695,89.6998695,,Walking
