"C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","C11","C12","C13","C14","C15","C16","C17","C18","C19","C20","C21","C22","C23","C24","C25","C26","C27","C28","C29","C30","C31","C32","C33","C34","C35","C36","C37","C38","C39","C40","C41","C42","C43","C44","C45","C46","C47","C48","C49","C50","C51","C52","C53","C54"
42.0824,42.7853,41.6797,41.9483,,41.8476,41.5789,42.384,43.1858,43.3858,45.3743,44.9782,44.0508,39.7557,,45.2093,41.9147,41.5116,41.9483,44.084,41.0404,42.5847,41.2088,42.7519,42.7853,44.9782,42.9523,45.8682,43.4191,46.0655,44.5813,44.1836,42.317,44.5482,44.0508,45.2423,44.7798,43.0858,44.0508,43.8848,44.0508,46.5249,43.9512,47.4731,44.1836,44.879,46.6232,44.846,46.2625,47.7338,44.3162,45.2423,46.7542,47.114
42.2165,42.6516,41.8476,42.0489,,42.4174,42.1495,42.5847,43.5522,43.7186,45.4072,45.1763,43.918,39.9929,,45.2423,41.5789,41.5116,41.7133,44.1172,41.1078,42.6516,41.2425,42.7853,42.8521,44.9121,42.9189,45.7695,43.4524,46.0326,44.7467,44.4819,42.4509,44.6806,44.1504,45.2423,44.9121,43.3191,44.0508,43.9512,44.1172,46.5577,44.0176,47.7338,44.3825,44.8129,46.4265,44.7467,46.1312,47.6361,44.4488,45.2093,46.7215,47.0486
42.183,42.7853,41.814,41.9818,,41.9818,41.6461,42.4174,43.1858,43.2191,45.4402,45.0442,44.084,40.1284,,45.3083,42.4509,41.5789,41.8476,44.1172,41.2425,42.685,41.3098,42.8521,42.9189,44.9782,42.9856,45.9669,43.4857,46.0655,44.846,44.3825,42.3505,44.6806,44.0508,45.2753,44.846,43.1858,44.0508,43.918,44.1172,46.5577,43.9844,46.6232,44.3162,44.9451,46.6232,44.8129,46.0983,47.7338,44.3494,45.1433,46.7215,47.0486
42.183,42.7853,41.8812,42.0824,,42.384,42.2165,42.6516,43.6853,43.7851,45.572,45.0442,43.9844,40.0268,43.2525,45.3743,42.8521,41.5453,42.116,44.1172,41.1078,42.6516,41.3098,42.8187,42.9856,44.9121,42.8855,45.9011,43.4524,46.0655,44.7798,44.5813,42.4509,44.6806,44.2499,45.3083,45.1433,43.4524,44.1172,44.0176,44.4488,46.8524,44.5151,47.0486,44.5151,44.879,46.6232,44.846,46.1968,47.8641,44.3494,45.1763,46.6887,47.0159
42.183,42.8521,41.8476,41.9818,,42.0824,41.814,42.4844,43.3191,43.3858,45.6049,44.9782,43.8848,39.8235,42.7519,45.4072,42.7519,41.5453,42.116,44.1836,41.1078,42.5847,41.3098,42.9189,43.019,44.9121,42.9189,45.934,43.4524,46.0655,44.8129,44.5151,42.4509,44.6806,44.1172,45.3743,44.9782,43.3525,44.1836,44.0508,44.3825,46.8197,44.3494,46.9178,44.5151,44.879,46.5905,44.879,46.4265,48.0593,44.4488,45.3083,46.8197,47.0813
42.183,42.9856,41.9818,42.116,,42.5513,42.25,42.5847,43.6188,43.7851,45.4732,45.0442,43.918,40.2299,43.4524,45.3743,42.7853,41.5789,42.183,44.1836,41.1078,42.6516,41.3435,42.8187,42.9856,44.9782,42.9189,45.9011,43.4857,46.0655,44.7798,44.5813,42.5847,44.7137,44.2499,45.3083,45.0442,43.2525,44.1836,44.0176,44.2499,46.8197,44.2499,46.3609,44.4488,44.846,46.5577,44.879,46.5249,48.1568,44.6144,45.3743,46.8851,47.1467
42.3505,43.0524,42.0154,42.183,,42.116,41.9147,42.5847,43.3858,43.4524,45.5061,45.2093,44.084,39.8913,43.1191,44.2499,42.6516,41.6461,42.1495,44.2499,41.1078,42.5847,41.4108,42.9189,42.9856,45.1103,43.019,46.0655,43.5855,46.0655,44.846,44.3825,42.5513,44.846,44.2499,45.5391,45.0112,43.3191,44.2831,44.1836,44.3825,46.8197,44.2499,46.4921,44.4488,44.9782,47.0159,45.0112,46.656,48.4166,44.6806,45.5061,46.9505,47.212
42.317,42.9856,42.0154,42.116,,42.5847,42.2165,42.5178,43.7186,43.9512,45.7037,45.1433,44.2168,40.1961,,45.1103,42.9856,41.7133,42.2165,44.3162,41.3771,42.7185,41.5116,42.9856,43.0524,45.2423,43.1191,46.0983,43.7518,46.2953,45.1433,44.6806,42.5847,44.8129,44.3825,45.5061,45.2093,43.4857,44.3825,44.2499,44.6475,46.9178,44.3494,47.212,44.4488,45.0442,47.0486,45.0442,46.8197,48.2543,44.7467,45.5061,47.0813,47.2773
42.4509,43.0524,42.0489,42.183,,42.0489,41.9483,42.6182,43.3858,43.519,45.572,45.1433,44.0508,40.2638,,45.5061,43.0524,41.7133,42.317,44.3494,41.5116,42.9189,41.6461,43.2525,43.1525,45.3083,43.519,46.4265,44.0508,46.4593,45.0112,44.5482,42.685,44.9782,44.3825,45.6379,45.2423,43.6853,44.4819,44.3825,44.6475,47.1467,44.7798,46.7542,44.846,45.0442,47.0813,45.0442,46.8197,48.3517,44.7798,45.572,47.114,47.31
42.4509,43.019,42.183,42.2165,,42.5847,42.317,42.6516,43.6521,43.7851,45.5061,45.0773,43.9844,40.2976,,45.5391,43.0524,41.8476,42.317,44.3494,41.3771,42.8855,41.6461,43.2525,43.1858,45.4402,43.519,46.4921,44.1172,46.4265,45.3083,44.7798,42.6182,44.879,44.4488,45.6379,45.3083,43.519,44.3494,44.2499,44.7798,47.5709,44.9782,46.7542,45.0442,45.2753,47.212,45.2093,47.0159,48.3517,44.846,45.6379,47.2447,47.3426
42.5847,42.8521,42.183,42.2165,,42.25,42.0154,42.7185,43.4524,43.5855,44.9782,45.0442,43.9512,40.2299,,45.572,43.0524,41.9147,42.3505,44.3825,41.5116,42.8521,41.7133,43.2525,43.2525,45.5061,43.519,46.5905,44.1836,46.5249,45.1763,44.7798,42.7519,44.9782,44.4819,45.8353,45.2753,43.7851,44.4157,44.5151,44.9782,47.7013,45.0773,46.9505,45.1103,45.3083,47.3426,45.3083,47.1467,48.676,44.846,45.7037,47.3426,47.4079
42.5847,43.019,42.2835,42.25,,42.7185,42.5847,42.6182,43.8848,44.0508,45.3743,45.1763,44.0508,40.2976,43.4191,45.6049,43.1191,41.9147,42.384,44.4488,41.5116,43.1858,41.7805,43.3191,43.3525,45.6379,43.6853,46.6887,44.3162,46.7869,45.4402,44.9782,42.8187,45.1763,44.4488,45.7695,45.4072,43.5855,44.3825,44.3825,45.1433,47.8641,45.0442,47.0159,45.2423,45.4072,47.5383,45.4732,47.2773,48.449,44.846,45.9011,47.4079,47.4731
42.6516,42.9856,42.25,42.25,,42.3505,42.0489,42.7853,43.6188,43.6521,45.6379,45.1763,,40.2299,,45.572,43.1525,41.8812,42.4174,44.4819,41.6125,43.0858,41.8812,43.4524,43.3858,45.7037,43.7851,46.8197,44.4157,46.6887,45.4402,45.0442,42.7853,45.1763,44.7137,46.0326,45.4402,43.8848,44.5151,44.6144,45.2423,48.0593,45.3083,47.2773,45.3083,45.4402,47.6035,45.572,47.31,48.6436,44.9451,45.9011,47.4731,47.5057
42.7853,43.0524,42.384,42.5178,,42.9189,42.7519,42.9523,44.1172,44.1836,45.572,45.1103,44.084,40.3314,,45.6379,43.1525,41.9818,42.5513,44.5151,41.7133,43.3191,42.0489,43.5855,43.4857,45.8353,44.0176,47.0159,44.6475,46.8197,45.6379,45.0442,43.0524,45.2753,44.5813,46.0326,45.572,43.8183,44.5482,44.5482,45.3083,48.1243,45.1763,47.3426,45.4732,45.572,47.6687,45.6379,47.3752,48.6436,44.9782,46.0655,47.5057,47.5383
42.7185,43.3858,42.384,42.384,,42.5178,42.183,42.9189,43.7518,43.8183,45.7695,45.2423,44.1504,40.2299,,45.7037,43.1858,42.0154,42.5847,44.6475,42.116,43.4524,42.116,43.7186,43.6188,45.9669,44.084,47.1467,44.846,46.9178,45.6708,45.1103,43.0524,45.3743,44.846,46.0655,45.6379,44.1172,44.6475,44.846,45.4402,48.4166,45.4072,47.6687,45.7037,45.7037,47.7664,45.7037,47.5057,48.5788,45.0442,46.1312,47.5383,47.6035
43.0524,43.2191,42.5178,42.7519,,43.0524,42.8521,42.9856,44.2499,44.3162,45.7695,45.3083,44.1836,40.3652,,45.7366,43.2525,42.116,42.685,44.7137,41.9818,43.5522,42.25,43.7851,43.7186,46.0655,44.2499,47.31,44.9451,46.9832,45.7695,45.3413,43.2525,45.5061,44.7137,46.0655,45.7695,44.0508,44.7137,44.7798,45.4402,48.4815,45.4402,47.6687,45.8353,45.7366,47.8641,45.6708,47.4731,48.7084,45.0773,46.2625,47.6035,47.6361
42.9189,43.4857,42.5847,42.4509,,42.5178,42.25,42.9189,43.8183,43.8515,45.7366,45.4402,44.3494,40.4328,,45.8024,43.2858,42.183,42.7519,44.7798,41.9818,43.6521,42.2835,43.918,43.7851,46.0655,44.3494,47.3752,45.0442,47.114,45.7037,45.2423,43.2191,45.5061,44.9782,46.2297,45.7037,44.1504,44.846,44.9782,45.7366,48.5464,45.6379,47.7664,45.9011,45.8353,47.9617,45.8353,47.6687,48.838,45.1763,46.5249,47.6035,47.6361
43.0524,43.2525,42.6182,42.9189,,43.1525,42.9856,43.2858,44.4488,44.5151,45.9997,45.3743,44.2831,40.3652,,45.8353,43.3858,42.2835,42.8521,44.879,42.0824,43.6853,42.317,43.8848,43.8183,46.164,44.3494,47.5383,44.9782,47.114,45.8682,45.4072,43.3191,45.5061,44.9121,46.0983,45.6708,44.0176,44.846,44.846,45.5391,48.5139,45.6049,47.7664,45.9669,45.8682,47.9942,45.8024,47.5383,48.6436,45.1763,46.3609,47.5057,47.3752
43.1191,43.4524,42.7185,42.5513,,42.5847,42.4509,43.1191,43.9844,44.0508,45.9011,45.4402,44.5813,40.4328,,45.9669,43.3191,42.384,42.9856,44.9782,42.317,43.8515,42.5513,44.1172,44.084,46.3937,44.7137,47.6361,45.4072,47.3426,45.7695,45.5061,43.3191,45.6049,45.0442,46.3937,45.8353,44.2168,45.0112,45.1103,45.7037,48.6112,45.7695,47.9942,45.9997,46.0655,48.0593,45.9011,47.6361,48.838,45.2423,46.4265,47.4731,47.4079
43.2525,43.519,42.8855,43.0858,,43.3858,43.2191,43.519,44.5151,44.6475,46.0655,45.572,44.5482,40.3652,,46.0655,43.519,42.4174,43.1191,45.1103,42.5178,43.9844,42.6516,44.2499,44.1836,46.5577,44.9782,47.8641,45.6049,47.4079,46.0655,45.7695,43.5522,45.9011,45.0442,46.3937,46.0326,44.3162,45.1103,45.1433,45.7695,48.7732,45.8024,48.0267,46.2297,46.0655,48.1893,45.9011,47.7338,48.7732,45.3083,46.4921,47.5057,47.4079
43.2191,43.6853,42.9189,42.7853,,42.8855,42.6516,43.3191,44.1836,44.3162,46.4921,45.9997,45.3743,42.4844,,46.1968,43.8848,43.1191,43.3858,45.3743,42.8521,44.4157,42.9523,44.846,44.3494,46.8197,45.2753,48.2543,46.0655,47.5383,46.0655,45.7695,43.5855,45.9669,45.2423,46.656,46.0655,44.6475,45.3083,45.4072,46.0655,49.1292,46.0655,48.2867,46.2953,46.1312,48.2867,46.0655,47.7338,48.9675,45.4402,46.5249,47.5709,47.5057
43.6521,43.7851,43.1191,43.3858,,43.6853,43.5522,43.7851,44.879,44.7137,46.8851,46.2297,45.7695,43.2525,,46.6887,44.2168,43.3525,43.6521,45.7695,42.9523,44.5151,43.1858,44.9782,44.7137,47.1467,45.7037,48.6112,46.1968,47.8315,46.4265,46.0655,43.8848,46.164,45.572,46.7869,46.2953,44.7467,45.4402,45.572,46.0655,49.1615,46.2297,48.3192,46.4921,46.2297,48.3192,46.0655,47.8315,48.9998,45.5061,46.4921,47.6361,47.5709
43.5522,43.918,43.2858,43.0524,,43.2525,42.9523,43.5855,44.4819,44.4488,46.8851,46.5577,45.9669,43.8515,,46.8524,43.8515,43.6853,43.7851,46.0655,43.2191,44.846,43.4524,45.1433,44.9121,47.31,46.164,48.8704,46.4921,48.1243,46.3609,46.164,43.9512,46.2953,45.4732,46.9178,46.4921,45.0442,45.6708,45.7695,46.3281,49.3876,46.5577,48.6112,46.6232,46.4265,48.3841,46.164,47.9617,49.2262,45.6049,46.4921,47.7338,47.7013
43.918,44.0508,43.4524,43.6521,,43.8515,43.6521,44.084,45.1433,45.0773,47.4731,46.7542,46.164,44.3162,,47.1467,44.5151,43.7851,44.0176,46.2297,43.519,45.0112,43.5855,45.3413,45.1103,47.5383,46.3609,49.0969,46.7215,48.3517,46.7215,46.4265,44.2831,46.6232,45.9011,47.1467,46.5577,45.1433,45.8024,45.9011,46.4593,49.4199,46.6232,48.6112,46.7542,46.4265,48.449,46.164,48.0267,49.4845,45.6379,46.4921,47.799,47.799
43.8183,44.1504,43.4524,43.3525,,43.4524,43.1525,43.8183,44.7467,44.8129,47.3426,46.8851,46.2625,44.7137,,47.3426,44.9121,43.9844,44.1172,46.3609,43.7186,45.1763,43.8515,45.6049,45.3413,47.8315,46.3609,49.3231,46.9178,48.4815,46.8524,46.5577,44.1836,46.5249,45.6708,47.114,46.7542,45.4732,45.9669,46.0655,46.5249,49.4845,46.9178,48.7732,46.6887,46.6887,48.7084,46.2297,48.0593,49.5167,45.7037,46.4265,47.8315,47.8641
44.1504,44.3162,43.6188,43.918,,44.2499,43.8848,44.3494,45.4072,45.2423,47.799,47.0486,46.5577,45.0112,,47.4731,45.1103,44.1836,44.3162,46.656,43.8183,45.4402,44.1172,45.7695,45.5061,48.0267,46.8524,49.5813,46.7215,48.7408,46.9178,46.6887,44.4819,46.8524,46.0655,47.3426,46.8197,45.4402,46.0655,46.164,46.6887,49.6457,46.9505,48.8704,46.8197,46.7542,48.5788,46.3609,48.0918,49.3876,45.7695,46.2953,47.8641,47.9617
44.1172,44.3162,43.7186,43.519,,44.2831,43.4524,44.0176,45.2093,45.0112,47.6687,47.0813,46.7542,45.1763,,47.7338,45.2423,44.5151,44.5813,46.8197,43.9844,45.6379,44.3162,46.0326,45.7366,48.2867,46.9505,49.9035,46.7542,48.8056,46.9505,46.8851,44.7137,46.8197,45.9011,47.4079,46.9832,45.7037,46.1968,46.3609,46.7869,50,47.212,49.0322,47.0159,46.8851,48.676,46.4921,48.2543,49.549,45.8353,46.4265,47.9292,48.0267
44.3825,44.6475,43.918,44.1172,,44.3162,44.0176,44.5482,45.6379,45.4402,48.0918,47.2447,46.8524,45.2753,,47.8641,45.3083,44.5151,44.6144,46.9505,44.1836,45.7037,44.3825,46.0326,45.8024,48.3841,47.212,50.0644,46.8851,48.8704,47.114,47.0813,44.7467,47.1467,46.2953,47.6035,47.114,45.6379,46.2953,46.4265,47.0486,50.0966,47.1467,49.2908,47.1467,46.9505,48.8056,46.6232,48.3192,49.6135,45.9669,46.5577,47.9942,48.0918
44.3825,44.4488,43.9844,43.7186,,44.5813,43.6521,44.2168,45.3083,45.3743,47.8966,47.4405,47.0486,45.6379,,47.8966,45.3743,44.7137,44.8129,47.0159,44.1172,45.8353,44.5151,46.1312,45.934,48.6112,46.9505,50.2573,46.8851,48.7084,47.114,47.0486,44.7798,47.0813,46.1968,47.799,47.0813,45.7695,46.3609,46.5577,47.212,50.2252,47.4731,49.5167,47.4079,47.212,48.9351,46.7542,48.5139,49.678,46.0655,46.7542,48.0918,48.1893
44.5151,44.6475,44.0508,44.2499,,44.5151,44.1836,44.7798,45.8353,45.7695,48.2218,47.4731,47.1793,45.8353,,48.1243,45.4402,44.846,44.9121,47.114,44.2168,45.9669,44.6475,46.2953,46.0655,48.7408,47.0159,50.3858,47.114,48.9998,47.2447,47.31,44.846,47.4731,46.2297,47.799,47.1467,45.8353,46.4265,46.6232,47.3752,50.3216,47.3426,49.549,47.6035,47.3426,49.1615,46.9178,48.5464,48.6436,46.2297,46.8851,48.1243,48.2218
44.5813,44.846,44.0508,43.9844,,44.2499,44.0508,44.5151,45.5061,45.7037,48.2543,47.6035,47.3426,45.9669,,46.8197,45.5391,44.879,45.0442,47.1467,44.2831,46.0655,44.6806,46.4265,46.0655,48.9027,47.1467,50.4821,47.0813,48.9351,47.4405,47.4079,44.8129,47.4731,46.5577,47.9942,47.2773,46.0655,46.4921,46.7869,47.4731,50.6425,47.3752,49.8069,47.5383,47.4731,49.3554,47.114,48.8056,50,46.2297,46.8851,48.2867,48.3192
44.6806,44.7467,44.1504,44.2499,,44.3825,44.1172,44.846,45.6379,45.6708,48.3841,47.7338,47.4079,46.0655,,46.8197,45.5061,44.7798,44.9782,47.1793,44.3162,46.0655,44.5813,46.4265,46.0655,48.7084,47.0813,50.5463,47.2447,48.8704,47.2773,47.3426,44.9121,47.4405,46.5577,47.9292,47.31,45.9011,46.4265,46.7215,47.5383,50.5463,47.3426,49.8391,47.5383,47.4079,49.3231,47.114,48.7408,49.8713,46.3609,47.2773,48.3192,48.4166
44.6144,44.9121,44.1172,44.1172,,44.6475,44.2831,44.5151,45.8353,45.7037,48.3517,47.799,47.4405,46.0655,,48.1568,45.3083,44.846,45.0442,47.2447,44.3162,46.0655,44.6806,46.5249,46.0655,48.8056,47.0159,50.5142,47.114,49.0322,47.5383,47.4731,45.0442,47.5383,46.4265,47.9942,47.2447,46.0655,46.4265,46.8197,47.5383,50.6425,47.4731,50.0322,47.6361,47.4405,49.5813,47.212,48.9675,49.9357,46.5577,47.1793,48.3841,48.4815
44.6475,44.5482,44.084,44.2168,,44.3825,44.084,44.7467,45.7037,45.6379,48.449,47.8641,47.4731,46.2953,,48.3192,45.7037,44.846,44.9782,47.3426,44.2499,46.0655,44.6806,46.4265,46.0655,48.9027,47.1467,50.6104,47.1793,48.9027,47.2773,47.4405,45.0112,47.6035,46.2625,47.9942,47.4079,46.0655,46.4265,46.7542,47.5383,50.5784,47.3426,49.8713,47.7664,47.5057,49.4845,47.212,48.9027,49.9679,46.5577,47.1467,48.4815,48.5139
44.5813,44.846,44.3494,44.1172,,44.6806,44.4488,44.5151,45.9011,45.8024,48.3841,47.8641,47.5383,46.164,,48.3841,45.7695,44.9121,45.1103,47.3426,44.5813,46.0655,44.7798,46.6232,46.2297,48.838,47.3426,50.5142,47.3426,49.1615,47.6035,47.5383,45.1433,47.4731,46.5905,47.9942,47.3426,46.0983,46.6232,46.9178,47.5057,50.7066,47.6035,49.8713,47.799,47.6035,49.5813,47.2773,49.0322,50.3216,46.6232,47.0813,48.5139,48.6112
44.6475,44.7137,44.2168,44.2499,,44.3825,44.1172,44.846,45.5391,45.6379,48.5464,47.9617,47.6687,46.2625,,48.449,45.8024,44.9451,45.0773,47.4731,44.7467,46.1968,44.7798,46.656,46.1968,48.8704,47.3426,50.5142,47.4405,49.0322,47.4079,47.4079,45.0773,47.5057,46.5905,48.0593,47.5383,46.0655,46.5905,46.8524,47.5383,50.6746,47.5383,49.7747,47.8641,47.6687,49.6457,47.4079,49.0969,50.2894,46.6232,47.2773,48.5464,48.7084
44.7137,44.9451,44.3825,44.1836,,44.5813,44.3494,44.6806,46.0655,45.8353,48.5139,48.0267,47.7338,46.4265,,48.5139,45.8353,44.9782,45.1763,47.5383,44.6144,46.2297,44.7798,46.7542,46.164,48.838,47.4731,50.4821,47.4079,49.2262,47.6361,47.5383,45.1763,47.4079,46.4921,48.0593,47.4079,46.164,46.7215,46.9505,47.6361,50.7066,47.6687,49.8391,47.8641,47.6035,49.549,47.3426,49.1292,50.2894,46.6232,47.2447,48.5788,48.7084
44.7137,44.8129,44.3162,44.2499,,44.4157,44.2499,44.879,45.934,45.8353,48.6436,48.1893,47.6035,46.4265,,48.6112,45.9669,45.0112,45.2423,47.5383,44.6475,46.2625,44.7798,46.6887,46.3281,48.9027,47.4079,50.6425,47.4731,49.1615,47.5383,47.5383,45.1763,47.5383,46.5249,48.0593,47.7013,46.0655,46.656,46.9178,47.6035,50.6425,47.5383,49.8391,47.8966,47.7013,49.6135,47.2773,49.0969,50.2573,46.7215,47.2447,48.6112,48.7408
44.6806,44.846,44.1836,43.7518,,44.0176,43.019,44.3162,44.9121,44.846,48.7732,48.1243,47.2773,46.5905,,48.6436,46.0655,45.1763,45.3743,47.6035,44.6806,46.2625,44.9121,46.8197,46.3609,48.9675,47.4731,50.6104,47.5383,49.2585,47.799,47.4079,45.0442,47.5383,46.3937,48.1568,47.4405,46.3281,46.7542,47.0486,47.7338,50.9629,47.7664,49.9357,47.9942,47.7338,49.5813,47.3752,49.2262,50.2573,46.8197,47.3426,48.676,48.9027
44.6475,44.846,44.1504,43.7851,,43.8515,43.3858,44.3825,45.1103,45.1763,48.6112,48.2218,47.4079,46.7542,,48.7408,46.0655,45.2423,45.5391,47.7338,44.7137,46.3609,45.0442,46.8524,46.4921,49.1615,47.6035,50.7707,47.5383,49.3554,47.4405,47.3426,45.0442,47.5709,46.4593,48.1243,47.5383,46.0655,46.8197,46.9832,47.5383,50.6746,47.7013,49.7424,48.0918,47.7013,49.549,47.4079,49.2908,50.3537,46.8197,47.2773,48.7084,48.9027
44.879,45.1433,44.3162,44.5151,,44.7798,44.3825,44.8129,45.8353,45.9669,48.7084,48.3841,47.7013,46.8197,,48.838,46.3609,45.3743,45.5061,47.8966,45.1763,46.6232,45.2423,46.9832,46.7542,49.6135,47.9292,51.2188,47.7338,49.4199,47.799,47.6035,45.2093,47.799,46.8197,48.1893,47.5383,46.2953,46.9178,47.1793,47.6361,50.9309,47.8641,49.9035,48.2218,47.799,49.7424,47.4079,49.2262,50.6425,46.7869,47.212,48.7408,48.8704
44.8129,45.0773,44.2831,44.1172,,44.2499,43.8515,44.7137,45.5061,45.572,48.7408,48.5139,47.6361,46.8851,,48.9998,46.3281,45.5061,45.6379,47.9942,45.0773,46.7869,45.3413,47.1467,46.7542,49.549,47.8641,51.0909,47.6035,49.3876,47.6687,47.6361,45.2423,47.7338,46.6232,48.2543,47.7338,46.3609,46.9832,47.212,47.7664,50.9949,47.9942,49.9357,48.2543,47.8641,49.8069,47.6035,49.2585,50.5784,46.8851,47.1467,48.8056,48.9675
45.0112,45.2423,44.4488,44.7137,,44.9451,44.5813,45.0442,46.0655,46.0655,48.9351,48.5788,47.9292,46.9505,,49.0969,46.5249,45.6049,45.6379,48.0918,44.9121,46.7869,45.4402,47.2773,46.8197,49.7424,48.0593,51.3785,47.8641,49.6135,47.9292,47.799,45.4402,47.9292,46.8851,48.3192,47.7664,46.4921,47.0486,47.3426,47.9292,51.0909,48.0593,50.0322,48.2867,48.0267,49.8713,47.6687,49.4522,50.7707,46.8851,47.1467,48.838,48.9998
44.846,45.1763,44.3825,44.2168,,44.4819,44.0176,44.8129,45.6379,45.7366,48.9027,48.5788,47.7664,47.0486,,49.0969,46.656,45.6379,45.8024,48.1893,45.1433,46.8851,45.4072,47.2773,46.8524,49.7424,47.9942,51.3466,47.799,49.5813,47.799,47.799,45.3743,47.8966,46.7542,48.449,47.8641,46.7215,47.1467,47.3752,47.9942,51.1548,48.1893,50.1609,48.3192,48.1568,50.0322,47.7338,49.4522,50.8028,46.9505,47.0486,48.9675,49.0645
45.1103,45.3083,44.6806,44.7467,,44.9451,44.6475,45.2093,46.0655,46.0983,48.9998,48.8056,48.0918,47.114,,49.2585,46.6887,45.7037,45.8353,48.3192,45.3083,46.8851,45.5391,47.5383,46.9505,49.9357,48.1243,51.8888,47.9942,49.7424,47.9292,47.9292,45.572,48.0918,47.0159,48.6436,47.9942,46.6232,47.1467,47.4405,47.9942,51.2508,48.0918,50.193,48.3841,48.2218,50.0966,47.7338,49.549,50.2894,47.0813,47.3426,48.9675,49.1615
44.9121,45.1103,44.4819,44.2831,,44.5813,44.1836,44.846,45.8024,45.934,48.9998,48.838,48.0267,47.1467,,49.3231,46.7542,45.7037,45.934,48.3192,45.3743,47.0813,45.572,47.5057,47.0159,49.9357,48.2543,51.4743,47.9292,49.6135,47.9292,47.8641,45.4402,47.9942,47.0159,48.5139,47.9292,46.8197,47.212,47.4731,48.1568,51.3147,48.1568,50.5784,48.4166,48.2867,50.2252,47.8966,49.6457,50.9629,47.1467,47.2773,49.0645,49.1615
45.1763,45.3743,44.5813,44.846,,44.6806,43.1525,45.2753,45.572,45.2423,49.2262,48.7084,47.4731,47.2773,,49.2262,46.9178,45.8353,46.0655,48.5464,45.2423,47.1467,45.6379,47.6361,47.212,50.0644,48.4166,51.5701,48.3192,49.8713,48.0593,48.0593,45.5061,48.2867,47.0813,48.5788,48.1243,46.7542,47.2447,47.5057,48.0593,51.2188,48.1243,50.5142,48.5139,48.3192,50.3537,47.9617,49.7102,51.1868,47.212,47.3752,49.0969,49.2585
44.9121,45.5061,44.3825,44.0508,,44.1836,43.6853,44.4488,45.2423,45.3083,48.9027,49.0322,47.9942,47.3426,,49.549,46.9505,45.9669,46.0983,48.6112,45.5061,47.212,45.8024,47.799,47.3426,50.3537,48.7084,51.9843,48.1893,49.7424,47.9942,47.8641,45.3413,48.3841,47.1467,48.7084,48.0593,46.9832,47.31,47.5709,48.3517,51.602,48.3517,50.7387,48.6436,48.449,50.4179,48.0267,49.8713,51.1548,47.3752,47.4731,49.1615,49.3554
45.0773,45.3413,44.5151,44.4488,,44.5482,44.1172,45.0442,45.8353,45.8682,49.0645,49.0645,47.9617,47.5057,,49.6135,47.0813,45.9669,46.2953,48.7732,45.572,47.3752,46.0326,47.9617,47.4079,50.45,49.1938,51.9843,48.3517,49.9035,48.0593,48.1243,45.572,48.5464,46.8524,48.7408,48.1893,46.7542,47.31,47.6687,48.3841,51.602,48.1893,50.7387,48.7408,48.5464,50.6425,48.1893,50.0322,51.4105,47.5057,47.5057,49.2908,49.3876
45.2423,45.8353,44.7798,44.7798,,45.1763,44.5151,44.9782,46.0655,46.0655,49.1292,49.1938,48.3192,47.5709,,49.8069,47.212,46.2953,46.5577,49.0322,46.0655,47.6687,46.164,48.2867,47.799,50.9629,49.8069,52.3977,48.6436,50.2252,48.3517,48.3841,45.6708,48.8704,47.2773,48.9351,48.2867,47.2773,47.5383,47.8641,48.5788,51.857,48.5139,51.1548,48.9998,48.7408,50.8348,48.3192,50.1287,51.4743,47.6361,47.6035,49.3554,49.4522
45.5391,45.7366,44.846,44.879,,44.9782,44.6475,45.3413,46.2625,46.0655,49.3554,49.2585,48.2867,47.7664,,50.0322,47.4079,46.6232,46.8851,49.2908,46.3937,48.1568,46.5905,48.7084,48.2867,51.4743,50.2573,52.9368,48.9027,50.5142,48.5139,48.6112,46.0655,49.2908,47.1793,49.2262,48.5464,47.212,47.7338,48.1243,48.676,51.8888,48.7408,51.2827,49.2262,48.9675,50.9629,48.449,50.3216,51.5382,47.7013,47.6361,49.4845,49.549
45.6708,45.7695,45.0442,45.1103,,45.4402,45.1103,45.3743,46.7869,46.5249,49.3554,49.4845,48.6112,48.0267,,50.3216,47.6361,46.8851,47.114,49.549,46.4921,48.3841,46.9505,48.9675,48.676,51.857,50.9309,53.0317,49.2908,50.8988,48.838,48.838,46.0655,49.5813,47.5057,49.3231,48.5464,47.4079,47.9617,48.2543,48.9998,52.2706,48.9675,51.602,49.4522,49.0969,51.1229,48.676,50.45,51.8888,47.799,47.7338,49.5167,49.6135
45.7695,46.0655,45.1763,45.1763,,45.3083,44.7798,45.6708,46.5249,46.3609,49.6135,49.4845,48.6112,48.0918,,50.5142,47.8966,47.1467,47.3426,49.7747,46.8524,48.5788,47.0813,49.4522,48.7732,52.0798,50.9629,53.3163,49.3554,51.0909,48.838,48.9027,46.2625,49.6457,47.8315,49.6135,48.7732,47.5383,48.0918,48.449,49.0645,52.4294,49.0969,51.8251,49.5813,49.2585,51.2827,48.9027,50.4821,52.048,47.8966,47.8966,49.6135,49.7102
